queue_rank,candidate_id,bindingdb_monomer_id,standardized_smiles,standardized_inchikey,generic_murcko_scaffold_smiles,pass_1_status,pass_2_status,final_membership_decision,quarantine_reasons
152,BDB-50331936,50331936,CC(C)(NC(=O)COc1ccc2[nH]c(=O)c(-c3nccs3)c(CCC(F)(F)F)c2c1)c1ccccc1,IXGGHXNKNILFJL-UHFFFAOYSA-N,CC(CCC1CCCCC1)CCC1CCC2CC(C)C(C3CCCC3)CC2C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
153,BDB-50318250,50318250,COc1ccc(-c2cc(=O)[nH]c(Nc3ccccc3)n2)cc1OC,QGDVJEIIAUKMBX-UHFFFAOYSA-N,CC1CC(CC2CCCCC2)CC(C2CCCCC2)C1,metadata_pass_fulltext_ready,quarantine,quarantine,unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_units|unresolved_wild_type_status
154,BDB-50649071,50649071,Nc1nc2c3ccccc3nc(-c3cccs3)n2n1,XMSOXVWUIFQNHX-UHFFFAOYSA-N,C1CCC2C(C1)CC(C1CCCC1)C1CCCC21,quarantine_nonprimary_source,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
155,BDB-50382986,50382986,COC1CCN(c2cccc(-c3nc(N)nc(-c4ccccc4O)n3)c2)CC1,WGFLLKYIRNKGKW-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCCC(C4CCCCC4)C3)C2)CC1,metadata_pass_fulltext_ready,quarantine,quarantine,unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_units|unresolved_wild_type_status
156,BDB-50267396,50267396,O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC3CC4CCC3C4)nc(Cl)nc21,JCAVHDDDZIXFHB-NNBIHLJJSA-N,C1CCC(C2CCC3C(CC4CC5CCC4C5)CCCC23)C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
157,BDB-50517299,50517299,OC[C@H]1O[C@@H](n2cnc3c(NC(C4CCC4)C4CCC4)ncnc32)[C@H](O)[C@@H]1O,VQFKOPZALUTGKJ-BGIGGGFGSA-N,C1CC(C(CC2CCCC3C(C4CCCC4)CCC23)C2CCC2)C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_target_species|unresolved_units
158,BDB-50377566,50377566,Cc1cccc(CNC(=O)n2cnc3c(-c4ccco4)nc(N)nc32)c1,FXGWAOVZUWGRNJ-UHFFFAOYSA-N,CC(CCC1CCCCC1)C1CCC2C(C3CCCC3)CCCC12,metadata_pass_requires_endpoint_resolution,quarantine,quarantine,retrieved_primary_full_text_unavailable
159,BDB-50494432,50494432,Cn1c(-c2ccco2)nc2c(NC(=O)c3ccc(-c4ccccc4)cc3)ncnc21,AFPYJJLDUPLMID-UHFFFAOYSA-N,CC(CC1CCCC2CC(C3CCCC3)CC12)C1CCC(C2CCCCC2)CC1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
160,BDB-50003151,50003151,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(C(=O)Oc5ccccc5)CC4)cc3)cc2n(CCC)c1=O,KIDLMTBTXJXJRT-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCC(C(C)CC5CCCCC5)CC4)CC3)CC2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
161,BDB-50336986,50336986,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCCC1,UEBJAZCBAZVERF-UHFFFAOYSA-N,CC(CC1CCC(C2CCCCC2)C(C2CCCC2)C1)C1CCCC1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
