chembl_id,molecule_name,proposed_class,evidence_strength,functional_activity_rows,unique_assays,unique_documents,representative_assay,representative_document,representative_readout,representative_description,standardized_smiles,standardized_inchikey,generic_scaffold,passes_prospective_property_filters,review_decision,reviewer,review_notes
CHEMBL2042302,CHEMBL2042302,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,TYSDUJZYVHSLHX-ACIRYHQQSA-N,CC(CC1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1)C1CCCCC1,False,,,
CHEMBL2042303,CHEMBL2042303,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(NC(=O)CCCC[C@H]5CCSS5)cc4)nc32)[C@H](O)[C@@H]1O,SQCZJYTXAWXOND-RKMGSRDVSA-N,CC(CCCCC1CCCC1)CC1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1,False,,,
CHEMBL2042304,CHEMBL2042304,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(F)nc32)[C@H](O)[C@@H]1O,QIMAEJZEQKSMHZ-UGCAPWQASA-N,C1CCC(C(CCC2CCCC3C(C4CCCC4)CCC23)C2CCCCC2)CC1,False,,,
CHEMBL2042305,CHEMBL2042305,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccccc4)nc32)[C@H](O)[C@@H]1O,LPUCXUCWIQBLNE-KCIBBDPESA-N,C1CCC(CCCC2CC(CCC(C3CCCCC3)C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1,False,,,
CHEMBL2042306,CHEMBL2042306,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(N)cc4)nc32)[C@H](O)[C@@H]1O,SXDHYNBQGIKNJB-KCIBBDPESA-N,C1CCC(CCCC2CC(CCC(C3CCCCC3)C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1,False,,,
CHEMBL2042307,CHEMBL2042307,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(Br)cc4)nc32)[C@H](O)[C@@H]1O,XINQUHWFRVILKN-KCIBBDPESA-N,C1CCC(CCCC2CC(CCC(C3CCCCC3)C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1,False,,,
CHEMBL2042308,CHEMBL2042308,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,AGLLTBWZMRXXOV-FWBSXESASA-N,CC(CC1CCC(CCCC2CC(CCC(C3CCCCC3)C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1)C1CCCCC1,False,,,
CHEMBL2042309,CHEMBL2042309,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,ZICUBSLOCNALOA-FWBSXESASA-N,CC(CC1CCC(CCCC2CC(CCC(C3CCCCC3)C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1)C1CCCCC1,False,,,
CHEMBL2042310,CHEMBL2042310,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)CCCC[C@H]5CCSS5)cc4)nc32)[C@H](O)[C@@H]1O,KGGRLFLXKXSBIC-MPBXGEDSSA-N,CC(CCCCC1CCCC1)CC1CCC(CCCC2CC(CCC(C3CCCCC3)C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1,False,,,
CHEMBL2042311,CHEMBL2042311,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(F)nc32)[C@H](O)[C@@H]1O,UXWYTBDXANDLMB-CMCWBKRRSA-N,C1CCC(C(CCC2CCCC3C(C4CCCC4)CCC23)C2CCCCC2)CC1,False,,,
CHEMBL2042312,CHEMBL2042312,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,OPDLTDYIRKUEAX-YHEPOBCMSA-N,CC(CC1CCC(CCCC2CC(CCC(C3CCCCC3)C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1)C1CCCCC1,False,,,
CHEMBL2043295,CHEMBL2043295,agonist,initial,1,1,1,CHEMBL2046093,CHEMBL2040767,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells by cAMP accumulation assay,Nc1nc(SCCc2ccc(S(=O)(=O)O)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,MSSJGFVZLYCDOA-LSCFUAHRSA-N,C1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1,False,,,
CHEMBL216392,CHEMBL216392,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CNc1nc(-c2cn(Cc3cccc(Cl)c3)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DJQKAKFNNBFTLQ-KHTYJDQRSA-N,C1CCC(CC2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)CC1,True,,,
CHEMBL218326,CHEMBL218326,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CNc1nc(-n2cc(-c3ccccn3)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,BFNBQDWOBYWSKD-LSCFUAHRSA-N,C1CCC(C2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)CC1,True,,,
CHEMBL218407,CHEMBL218407,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(N=[N+]=[N-])nc32)[C@H](O)[C@@H]1O,VCOMAHDWTHMIAK-FLNNQWSLSA-N,C1CCC2C(C1)CCC2C1CCCC1,True,,,
CHEMBL218505,CHEMBL218505,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CCCOc1ccc(-c2cn(-c3nc(NC)c4ncn([C@@H]5O[C@H](CO)[C@@H](O)[C@H]5O)c4n3)nn2)cc1,HVRTYIRVPBOIOV-QTQZEZTPSA-N,C1CCC(C2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)CC1,False,,,
CHEMBL219055,CHEMBL219055,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CCc1cn(-c2nc(NC)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)nn1,JBQPJIFYNWOTMD-IDTAVKCVSA-N,C1CCC(C2CCC3CCC(C4CCCC4)C3C2)C1,True,,,
CHEMBL219056,CHEMBL219056,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CCCCc1cn(-c2nc(NC)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)nn1,PSQFDQOKKSGVIF-XNIJJKJLSA-N,C1CCC(C2CCC3CCC(C4CCCC4)C3C2)C1,True,,,
CHEMBL219256,CHEMBL219256,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CNc1nc(-n2cc(CC3CCCC3)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,UVCPEXPHSCKQFM-SCFUHWHPSA-N,C1CCC(CC2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)C1,True,,,
CHEMBL219513,CHEMBL219513,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CNc1nc(-c2cn(Cc3ccccc3)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,UUGLTPWFMHMLIW-KHTYJDQRSA-N,C1CCC(CC2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)CC1,True,,,
CHEMBL219600,CHEMBL219600,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CNc1nc(-n2cc(CCO)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,RGZBLPAPIUQVMH-IDTAVKCVSA-N,C1CCC(C2CCC3CCC(C4CCCC4)C3C2)C1,True,,,
CHEMBL219910,CHEMBL219910,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(-n4cc(-c5ccccn5)nn4)nc32)[C@H](O)[C@@H]1O,RKEDXKOLJCMJFR-QCUYGVNKSA-N,C1CCC(C2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)CC1,False,,,
CHEMBL225368,CHEMBL225368,agonist,initial,1,1,1,CHEMBL889385,CHEMBL1145382,Activity,Agonist activity at adenosine A2A receptor in SH-SY5Y cells assessed as CGS-induced intracellular cAMP production at 50 uM,CC(C)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1)C(=O)N1c2ccccc2C[C@H]1C(N)=O,OSBIAWPZBNFCQQ-ODNYIURZSA-N,CC(CCC(C)C1CCC2CCCCC21)C(CC1CCCCC1)CC(C)C1CCC2CC3CCC4CCCC(C2C1)C43,False,,,
CHEMBL225459,CHEMBL225459,agonist,initial,1,1,1,CHEMBL918613,CHEMBL1144471,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of cAMP production,Nc1nc(OCCc2c[nH]c3cc(Br)ccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OXLUZSPXALFOBX-NVQRDWNXSA-N,C1CCC2C(C1)CCC2CCCC1CCC2CCC(C3CCCC3)C2C1,False,,,
CHEMBL226694,CHEMBL226694,agonist,initial,1,1,1,CHEMBL889385,CHEMBL1145382,Activity,Agonist activity at adenosine A2A receptor in SH-SY5Y cells assessed as CGS-induced intracellular cAMP production at 50 uM,CC(C)[C@H](NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N1c2ccccc2C[C@H]1C(N)=O,CWFYFSVSDFREOX-HNLGHXBASA-N,CC(CCC(C)C1CCC2CC3CCC4CCCC(C2C1)C43)CC(CCC1CCCCC1)C(C)C1CCC2CCCCC21,False,,,
CHEMBL2326828,CHEMBL2326828,agonist,initial,1,1,1,CHEMBL2327710,CHEMBL2321867,EC50,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as [3H]cAMP accumulation after 15 mins by liquid scintillation counting,COc1ccc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cc1,UKEASMXMANFUQZ-DXALFEDPSA-N,C1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1,False,,,
CHEMBL2326831,CHEMBL2326831,agonist,initial,1,1,1,CHEMBL2327710,CHEMBL2321867,EC50,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as [3H]cAMP accumulation after 15 mins by liquid scintillation counting,Nc1nc(N/N=C/[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,RLCQGQPGSYBEDP-XRDMQWOTSA-N,C1CCC2C(C1)CCC2C1CCCC1,False,,,
CHEMBL2326842,CHEMBL2326842,agonist,initial,1,1,1,CHEMBL2327710,CHEMBL2321867,EC50,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as [3H]cAMP accumulation after 15 mins by liquid scintillation counting,Nc1nc(N/N=C/c2ccc(Cl)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CFRIPBAEDXQEHL-KFFALWPESA-N,C1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1,False,,,
CHEMBL2326843,CHEMBL2326843,agonist,initial,1,1,1,CHEMBL2327710,CHEMBL2321867,EC50,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as [3H]cAMP accumulation after 15 mins by liquid scintillation counting,Nc1nc(N/N=C/c2ccc(Cl)c(Cl)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,LSXBLWXYLUIATR-DFIADRNUSA-N,C1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1,False,,,
CHEMBL261482,CHEMBL261482,agonist,initial,1,1,1,CHEMBL2072287,CHEMBL2069206,EC50,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP accumulation after 30 mins,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,MYNRELUCFAQMFC-QRIDJOKKSA-N,CC(CC1CC1)C1CCC(C2CCC3CCCCC32)C1,True,,,
CHEMBL3133078,CHEMBL3133078,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(N)nc32)[C@H](O)[C@@H]1O,JXDZUMSPMQUVIA-PFHKOEEOSA-N,C1CCC(CCC2CCCC3C(C4CCCC4)CCC23)CC1,False,,,
CHEMBL3133079,CHEMBL3133079,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)nc(N)nc32)[C@H](O)[C@@H]1O,RNSBXSZLWYVTLA-MOROJQBDSA-N,C1CCC(CCCC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL3133080,CHEMBL3133080,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(N)nc32)[C@H](O)[C@@H]1O,REYVJXXPFHKIOC-CMCWBKRRSA-N,C1CCC(C(CCC2CCCC3C(C4CCCC4)CCC23)C2CCCCC2)CC1,False,,,
CHEMBL3133081,CHEMBL3133081,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(NC)nc32)[C@H](O)[C@@H]1O,ZKLXTXSQNULGEI-MEQWQQMJSA-N,C1CCC(CC2CCCC3C(C4CCCC4)CCC23)C1,True,,,
CHEMBL3133082,CHEMBL3133082,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(N(C)C)nc32)[C@H](O)[C@@H]1O,PSGHMUQNICYTNJ-PFHKOEEOSA-N,C1CCC(CC2CCCC3C(C4CCCC4)CCC23)C1,True,,,
CHEMBL3133151,CHEMBL3133151,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CCNc1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](C(=O)NC)[C@@H](O)[C@H]3O)c2n1,VCEGMGYGAGZEIK-PFHKOEEOSA-N,C1CCC(CC2CCCC3C(C4CCCC4)CCC23)C1,True,,,
CHEMBL3133152,CHEMBL3133152,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CCN(CC)c1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](C(=O)NC)[C@@H](O)[C@H]3O)c2n1,CBVUGFZCDWMPHK-QCUYGVNKSA-N,C1CCC(CC2CCCC3C(C4CCCC4)CCC23)C1,True,,,
CHEMBL3133153,CHEMBL3133153,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(N)nc32)[C@H](O)[C@@H]1O,IGILDMOZLJCRKA-QMWPFBOUSA-N,C1CCC2C(C1)CCC2C1CCCC1,True,,,
CHEMBL3133154,CHEMBL3133154,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CCNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](C(=O)NC)[C@@H](O)[C@H]1O,BJSAZVHNGHCHQZ-FLNNQWSLSA-N,C1CCC2C(C1)CCC2C1CCCC1,True,,,
CHEMBL3133155,CHEMBL3133155,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CCCNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](C(=O)NC)[C@@H](O)[C@H]1O,UUMNNXVQIQCMFL-QRIDJOKKSA-N,C1CCC2C(C1)CCC2C1CCCC1,True,,,
CHEMBL3133156,CHEMBL3133156,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CCCCNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](C(=O)NC)[C@@H](O)[C@H]1O,LWXHVFUOAMOHGI-AEISUSGSSA-N,C1CCC2C(C1)CCC2C1CCCC1,True,,,
CHEMBL3133157,CHEMBL3133157,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCC4)nc(N)nc32)[C@H](O)[C@@H]1O,NPUPFMDILXTXOB-AEISUSGSSA-N,C1CC(CC2CCCC3C(C4CCCC4)CCC23)C1,True,,,
CHEMBL3133158,CHEMBL3133158,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(N)nc32)[C@H](O)[C@@H]1O,LVFANRYLYOVHFI-BQVMBELUSA-N,C1CCC(CC2CCCC3C(C4CCCC4)CCC23)C1,True,,,
CHEMBL3133159,CHEMBL3133159,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCCC4)nc(N)nc32)[C@H](O)[C@@H]1O,INGLINQFJUMLPQ-MEQWQQMJSA-N,C1CCC(CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL3133160,CHEMBL3133160,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)nc(N)nc32)[C@H](O)[C@@H]1O,FZEBWDIAMQALDL-PFHKOEEOSA-N,C1CCC(CCC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL3133161,CHEMBL3133161,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(Cl)c4)nc(N)nc32)[C@H](O)[C@@H]1O,COWISZMOCNTFLF-PFHKOEEOSA-N,C1CCC(CCC2CCCC3C(C4CCCC4)CCC23)CC1,True,,,
CHEMBL3235280,CHEMBL3235280,agonist,initial,1,1,1,CHEMBL3240794,CHEMBL3232854,EC50,Agonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as increase in intracellular cAMP level after 30 mins by EIA,CCN(CC)CCN1CCN(C(=O)CCc2cccc(CSc3nc(N)c(C#N)c(-c4ccc(NC(C)=O)cc4)n3)n2)CC1,DMDJTLNTJHFQMG-UHFFFAOYSA-N,CC(CCC1CCCC(CCC2CCCC(C3CCCCC3)C2)C1)C1CCCCC1,False,,,
CHEMBL3335523,CHEMBL3335523,agonist,initial,1,1,1,CHEMBL3390256,CHEMBL3352600,EC50,Agonist activity at human adenosine A2a receptor expressed in CHO cells assessed as stimulation of cAMP formation after 24 hrs,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(C)=O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,FDVZSKDDSYLYNX-YRIIQKNPSA-N,CC(CCC1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1)CC1CCCCC1,False,,,
CHEMBL336555,CHEMBL336555,agonist,initial,1,1,1,CHEMBL5129738,CHEMBL5126601,Activity,Agonist activity at human adenosine A2A receptor expressed in HEK293T cells assessed as stimulation of cAMP accumulation by GloSensor cAMP accumulation assay,Nc1nc(N)c2nccnc2n1,CITCTUNIFJOTHI-UHFFFAOYSA-N,C1CCC2CCCCC2C1,False,,,
CHEMBL3414573,CHEMBL3414573,agonist,initial,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(Cl)c(Cl)c5)CC4)nc32)[C@H](O)[C@@H]1O,CBDPEPRMHBCTEB-QPXQOZNCSA-N,C1CCC(C2CCC(CCCC3CCC4CCC(C5CCCC5)C4C3)CC2)CC1,False,,,
CHEMBL3414936,CHEMBL3414936,agonist,initial,2,1,1,CHEMBL3420494,CHEMBL3414438,EC50,Agonist activity at human recombinant adenosine A2A receptor transfected in CHO cells assessed as induction of adenylyl cyclase activity,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)n1,MAIBBTQWLYABNH-FLNNQWSLSA-N,C1CCC(C2CCC(C3CCC4CCCCC43)C2)C1,True,,,
CHEMBL3414937,CHEMBL3414937,agonist,initial,2,1,1,CHEMBL3420494,CHEMBL3414438,EC50,Agonist activity at human recombinant adenosine A2A receptor transfected in CHO cells assessed as induction of adenylyl cyclase activity,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,KCFSAWYFAYDKQD-QMWPFBOUSA-N,C1CCC(C2CCC(C3CCC4CCCCC43)C2)C1,True,,,
CHEMBL3414938,CHEMBL3414938,agonist,initial,2,1,1,CHEMBL3420494,CHEMBL3414438,EC50,Agonist activity at human recombinant adenosine A2A receptor transfected in CHO cells assessed as induction of adenylyl cyclase activity,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NC)ncnc43)[C@H](O)[C@@H]2O)n1,XLNLUOHNKKMJIG-QRIDJOKKSA-N,C1CCC(C2CCC(C3CCC4CCCCC43)C2)C1,True,,,
