chembl_id,molecule_name,standardized_smiles,standardized_inchikey,functional_activity_rows,unique_assays,unique_documents,representative_assay,representative_document,representative_readout,representative_description,reviewer,decision,evidence_tier,source_checked,review_notes,reviewed_at_utc
CHEMBL4212821,CHEMBL4212821,Cn1c(=O)n(CCN2CCN(c3ccc(OC4CCOC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,KMMFUGMKQUTMNT-UHFFFAOYSA-N,1,1,1,CHEMBL4193732,CHEMBL4190330,Ki,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,Tharran,,,,,
CHEMBL225368,CHEMBL225368,CC(C)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1)C(=O)N1c2ccccc2C[C@H]1C(N)=O,OSBIAWPZBNFCQQ-ODNYIURZSA-N,1,1,1,CHEMBL889385,CHEMBL1145382,Activity,Agonist activity at adenosine A2A receptor in SH-SY5Y cells assessed as CGS-induced intracellular cAMP production at 50 uM,Tharran,,,,,
CHEMBL4284097,CHEMBL4284097,Nc1cc(NC(=O)CN2CCCCC2)cc2nc(-c3ccco3)oc12,DFHJRVMQONSFPQ-UHFFFAOYSA-N,1,1,1,CHEMBL4253810,CHEMBL4251607,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cell membranes assessed as inhibition of CGS241680-induced [35S]GTPgammaS binding preincubated for 10 mins followed by CGS241680 addition by TopCount scintillation counting method,Tharran,,,,,
CHEMBL4284595,CHEMBL4284595,Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,CFHKTWHFWORIBL-UHFFFAOYSA-N,1,1,1,CHEMBL4253810,CHEMBL4251607,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cell membranes assessed as inhibition of CGS241680-induced [35S]GTPgammaS binding preincubated for 10 mins followed by CGS241680 addition by TopCount scintillation counting method,Tharran,,,,,
CHEMBL225459,CHEMBL225459,Nc1nc(OCCc2c[nH]c3cc(Br)ccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OXLUZSPXALFOBX-NVQRDWNXSA-N,1,1,1,CHEMBL918613,CHEMBL1144471,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of cAMP production,Tharran,,,,,
CHEMBL4287056,CHEMBL4287056,O=C(CN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,HGXZSQKJGZKRPF-UHFFFAOYSA-N,1,1,1,CHEMBL4253810,CHEMBL4251607,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cell membranes assessed as inhibition of CGS241680-induced [35S]GTPgammaS binding preincubated for 10 mins followed by CGS241680 addition by TopCount scintillation counting method,Tharran,,,,,
CHEMBL4294888,CHEMBL4294888,Nc1nc2c(cnn2CCCc2ccc(OCC(=O)NCCCCNC(=O)CCCCCNC(=O)COc3ccc(/C=C/C4=[N+]5C(=Cc6ccc(-c7cccs7)n6[B-]5(F)F)C=C4)cc3)cc2)c2nc(-c3ccco3)nn12,HBQGBAGFDWWJPZ-QGOAFFKASA-N,1,1,1,CHEMBL4262955,CHEMBL4261547,EC50,Antagonist activity at recombinant human adenosine receptor A2A expressed in CHO cells assessed as inhibition of CGS21680-induced cAMP accumulation by measuring CGS21680 EC50 at 1000 nM preincubated for 5 mins followed by CGS21680 addition and measured after 20 mins by alpha screen assay (Rvb = 0.89 +/- 0.17 nM),Tharran,,,,,
CHEMBL226694,CHEMBL226694,CC(C)[C@H](NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N1c2ccccc2C[C@H]1C(N)=O,CWFYFSVSDFREOX-HNLGHXBASA-N,1,1,1,CHEMBL889385,CHEMBL1145382,Activity,Agonist activity at adenosine A2A receptor in SH-SY5Y cells assessed as CGS-induced intracellular cAMP production at 50 uM,Tharran,,,,,
CHEMBL4300239,CHEMBL4300239,Nc1nc2c(cnn2CCCc2ccc(OCc3ccc(S(=O)(=O)O)cc3)cc2)c2nc(-c3ccco3)nn12,ZCGYHWOGFGROOT-UHFFFAOYSA-N,1,1,1,CHEMBL4262956,CHEMBL4261547,EC50,Antagonist activity at recombinant human adenosine receptor A2A expressed in CHO cells assessed as inhibition of CGS21680-induced cAMP accumulation by measuring CGS21680 EC50 at 100 nM preincubated for 5 mins followed by CGS21680 addition and measured after 20 mins by alpha screen assay (Rvb = 0.89 +/- 0.17 nM),Tharran,,,,,
CHEMBL4440752,CHEMBL4440752,N#Cc1c(N)nc(SCc2cccnc2)c(C#N)c1-c1ccco1,RCHMOBFVVHVEGJ-UHFFFAOYSA-N,1,1,1,CHEMBL4407539,CHEMBL4406810,IC50,Antagonist activity at human A2AR expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP production by alphascreen assay,Tharran,,,,,
CHEMBL4447993,CHEMBL4447993,Nc1nc(-c2ccc(OCCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,QUUSOCIUFGWWEB-UHFFFAOYSA-N,1,1,1,CHEMBL4322430,CHEMBL4321802,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated adenylyl cyclase activity by Glo-sensor cAMP assay,Tharran,,,,,
CHEMBL261482,CHEMBL261482,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,MYNRELUCFAQMFC-QRIDJOKKSA-N,1,1,1,CHEMBL2072287,CHEMBL2069206,EC50,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP accumulation after 30 mins,Tharran,,,,,
CHEMBL4452288,CHEMBL4452288,Nc1nc(-c2ccc(NC(=O)CCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,PSDRVKSUMXGOJT-UHFFFAOYSA-N,1,1,1,CHEMBL4322430,CHEMBL4321802,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated adenylyl cyclase activity by Glo-sensor cAMP assay,Tharran,,,,,
CHEMBL447664,VIPADENANT,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,HQSBCDPYXDGTCL-UHFFFAOYSA-N,1,1,1,CHEMBL1022271,CHEMBL1139344,Kd,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells treated for 15 mins by calcium mobilization-based FLIPR assay,Tharran,,,,,
CHEMBL3133079,CHEMBL3133079,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)nc(N)nc32)[C@H](O)[C@@H]1O,RNSBXSZLWYVTLA-MOROJQBDSA-N,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,Tharran,,,,,
CHEMBL4529321,CHEMBL4529321,Nc1nc(-c2cccc(O)c2)nc2sc(-c3ccco3)nc12,IFAWCWLECSSPBT-UHFFFAOYSA-N,1,1,1,CHEMBL4333789,CHEMBL4330140,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced increase in cAMP accumulation preincubated for 10 mins followed by NECA addition by GloSensor cAMP assay,Tharran,,,,,
CHEMBL4559969,CHEMBL4559969,Nc1nc(-c2ccco2)nc2sc(-c3ccco3)nc12,YXLDLDOAWIUYIS-UHFFFAOYSA-N,1,1,1,CHEMBL4333789,CHEMBL4330140,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced increase in cAMP accumulation preincubated for 10 mins followed by NECA addition by GloSensor cAMP assay,Tharran,,,,,
CHEMBL457102,CHEMBL457102,O=C(c1ccccc1)c1sc(NCCc2cccs2)nc1-c1ccco1,GHMVNUPBBMBPQG-UHFFFAOYSA-N,1,1,1,CHEMBL1029812,CHEMBL1154525,Activity,Antagonist activity against human recombinant adenosine A2A receptor expressed in HEK293 cells assessed as effect on calcium mobilization,Tharran,,,,,
CHEMBL3133081,CHEMBL3133081,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(NC)nc32)[C@H](O)[C@@H]1O,ZKLXTXSQNULGEI-MEQWQQMJSA-N,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,Tharran,,,,,
CHEMBL4586743,CHEMBL4586743,CC(C)(C)c1cc(C(=O)NCCC(=O)Nc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)cc(C(C)(C)C)c1O,GNROHNFPJCPGCQ-UHFFFAOYSA-N,1,1,1,CHEMBL4322430,CHEMBL4321802,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated adenylyl cyclase activity by Glo-sensor cAMP assay,Tharran,,,,,
CHEMBL461665,CHEMBL461665,CNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,VVCBHFZICJIYTO-UHFFFAOYSA-N,1,1,1,CHEMBL1029812,CHEMBL1154525,Activity,Antagonist activity against human recombinant adenosine A2A receptor expressed in HEK293 cells assessed as effect on calcium mobilization,Tharran,,,,,
CHEMBL3133157,CHEMBL3133157,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCC4)nc(N)nc32)[C@H](O)[C@@H]1O,NPUPFMDILXTXOB-AEISUSGSSA-N,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,Tharran,,,,,
CHEMBL4740383,ETRUMADENANT,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3cccc(C(C)(C)O)n3)nn2)nc(N)n1,BUXIAWLTBSXYSW-UHFFFAOYSA-N,1,1,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Tharran,,,,,
CHEMBL4745482,CHEMBL4745482,COCc1cccc(Cn2cc(-c3cc(-c4ccco4)nc(N)n3)nn2)n1,NGLGHDWHOPNEET-UHFFFAOYSA-N,1,1,1,CHEMBL4701012,CHEMBL4699449,Kb,Antagonist activity at human adenosine 2A receptor expressed in T-REx-CHO cells preincubated for 1 hr followed by NECA stimulation and measured after 30 mins by Eu-cAMP tracer based TR-FRET assay,Tharran,,,,,
CHEMBL3133159,CHEMBL3133159,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCCC4)nc(N)nc32)[C@H](O)[C@@H]1O,INGLINQFJUMLPQ-MEQWQQMJSA-N,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,Tharran,,,,,
CHEMBL4749058,CHEMBL4749058,COc1cccc2c(-c3cn(Cc4cccc(C(C)(O)C(F)(F)F)[n+]4[O-])nn3)nc(N)nc12,JFXDMEOJXUXNLH-UHFFFAOYSA-N,1,1,1,CHEMBL4701012,CHEMBL4699449,Kb,Antagonist activity at human adenosine 2A receptor expressed in T-REx-CHO cells preincubated for 1 hr followed by NECA stimulation and measured after 30 mins by Eu-cAMP tracer based TR-FRET assay,Tharran,,,,,
CHEMBL4750504,CHEMBL4750504,COc1ncc(-c2ccccc2)c2ncc(NC(=O)N3CCC(C)(O)CC3)nc12,MUDMILZFFXFMHF-UHFFFAOYSA-N,1,1,1,CHEMBL4701025,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as reduction in NECA-induced cAMP level incubated for 15 mins by HTRF assay,Tharran,,,,,
CHEMBL4765154,CHEMBL4765154,COc1ccc(N2CCOCC2)c2nc(NC(=O)c3cccc(N4CCOCC4)c3)[nH]c12,CACIDNFBOFVBLU-UHFFFAOYSA-N,1,1,1,CHEMBL4701025,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as reduction in NECA-induced cAMP level incubated for 15 mins by HTRF assay,Tharran,,,,,
CHEMBL3235280,CHEMBL3235280,CCN(CC)CCN1CCN(C(=O)CCc2cccc(CSc3nc(N)c(C#N)c(-c4ccc(NC(C)=O)cc4)n3)n2)CC1,DMDJTLNTJHFQMG-UHFFFAOYSA-N,1,1,1,CHEMBL3240794,CHEMBL3232854,EC50,Agonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as increase in intracellular cAMP level after 30 mins by EIA,Tharran,,,,,
CHEMBL4786207,CHEMBL4786207,COCCn1cc(C(=O)Nc2nc3c(OC)ncc(N4CCOCC4)c3s2)cn1,FYWAHNQAQWOTDC-UHFFFAOYSA-N,1,1,1,CHEMBL4701025,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as reduction in NECA-induced cAMP level incubated for 15 mins by HTRF assay,Tharran,,,,,
CHEMBL4855390,CHEMBL4855390,Nc1nc(-c2cccc(Br)c2)cn2c1nc1ccccc12,PNJNWZKAPLPXAV-UHFFFAOYSA-N,1,1,1,CHEMBL4814789,CHEMBL4813923,IC50,Antagonist activity at human A2A expressed in human HEK293 cells assessed as reduction in cAMP production preincubated for 10 mins followed by NECA stimulation and measured after 30 mins by micro plate reader method,Tharran,,,,,
CHEMBL3335523,CHEMBL3335523,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(C)=O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,FDVZSKDDSYLYNX-YRIIQKNPSA-N,1,1,1,CHEMBL3390256,CHEMBL3352600,EC50,Agonist activity at human adenosine A2a receptor expressed in CHO cells assessed as stimulation of cAMP formation after 24 hrs,Tharran,,,,,
CHEMBL4855908,CHEMBL4855908,Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)[nH]c2)c2nc(CCC(F)(F)F)nn12,PBQNARNDMLPGRK-UHFFFAOYSA-N,1,1,1,CHEMBL4842298,CHEMBL4840384,IC50,Antagonist activity at human A2aR expressed in CHO-K1 cells assessed as inhibition of cAMP accumulation preincubated for 30 mins followed by adenosine addition and measured for 30 mins by HTRF assay,Tharran,,,,,
CHEMBL4858144,CHEMBL4858144,Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)[nH]c2)c2nc(Cc3ccc(F)cn3)nn12,ZMVMIKHRMKEKHO-UHFFFAOYSA-N,1,1,1,CHEMBL4842298,CHEMBL4840384,IC50,Antagonist activity at human A2aR expressed in CHO-K1 cells assessed as inhibition of cAMP accumulation preincubated for 30 mins followed by adenosine addition and measured for 30 mins by HTRF assay,Tharran,,,,,
CHEMBL336555,CHEMBL336555,Nc1nc(N)c2nccnc2n1,CITCTUNIFJOTHI-UHFFFAOYSA-N,1,1,1,CHEMBL5129738,CHEMBL5126601,Activity,Agonist activity at human adenosine A2A receptor expressed in HEK293T cells assessed as stimulation of cAMP accumulation by GloSensor cAMP accumulation assay,Tharran,,,,,
CHEMBL486162,CHEMBL486162,CC(=O)Nc1cc(-c2cccc(N3CCN(C)CC3)n2)nc(-n2nc(C)cc2C)n1,CQMWNSQCEMHNIW-UHFFFAOYSA-N,1,1,1,CHEMBL950440,CHEMBL1152277,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS-21680-induced cAMP production,Tharran,,,,,
CHEMBL4862010,CHEMBL4862010,Nc1nc(-c2ccccc2)c(-c2ccnnc2)c2nc(Cc3ncccc3F)nn12,GJIKYVGVZVLJJP-UHFFFAOYSA-N,1,1,1,CHEMBL4842298,CHEMBL4840384,IC50,Antagonist activity at human A2aR expressed in CHO-K1 cells assessed as inhibition of cAMP accumulation preincubated for 30 mins followed by adenosine addition and measured for 30 mins by HTRF assay,Tharran,,,,,
CHEMBL4865474,CHEMBL4865474,Nc1nc(-c2ccccc2)c(-c2ccnnc2)c2nc(CC3CCCO3)nn12,WXYARKYAYUTGKX-UHFFFAOYSA-N,1,1,1,CHEMBL4842298,CHEMBL4840384,IC50,Antagonist activity at human A2aR expressed in CHO-K1 cells assessed as inhibition of cAMP accumulation preincubated for 30 mins followed by adenosine addition and measured for 30 mins by HTRF assay,Tharran,,,,,
CHEMBL3414573,CHEMBL3414573,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(Cl)c(Cl)c5)CC4)nc32)[C@H](O)[C@@H]1O,CBDPEPRMHBCTEB-QPXQOZNCSA-N,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,Tharran,,,,,
CHEMBL487554,CHEMBL487554,COC1CN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)C1,UHHRYINUVNKFTA-UHFFFAOYSA-N,1,1,1,CHEMBL950440,CHEMBL1152277,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS-21680-induced cAMP production,Tharran,,,,,
CHEMBL4954712,CHEMBL4954712,Cc1c(C(=O)Nc2nc3c(s2)Cc2ccccc2-3)ccc2cncn12,DOEODBMLJOZWPF-UHFFFAOYSA-N,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,Tharran,,,,,
CHEMBL3416776,CHEMBL3416776,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCCN4CCN(c5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O,APKBJUYYYJBSCQ-CMCWBKRRSA-N,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,Tharran,,,,,
CHEMBL5069652,CHEMBL5069652,COc1ccc(N2CCC(N(C)CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)C2)cc1,QCGDCFVVNKBMQC-UHFFFAOYSA-N,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Tharran,,,,,
CHEMBL5072377,CHEMBL5072377,COc1ccc(N2C[C@@H]3C[C@H]2CN3CCn2c(=O)cnc3c(-c4ccc(C)o4)nc(N)nc32)cc1,CUZJYJCDTLGEOB-ROUUACIJSA-N,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Tharran,,,,,
CHEMBL5074910,CHEMBL5074910,Cc1ccc(-c2nc(N)nc3c2[nH]c(=O)n3Cc2ccccc2)o1,QJCIJBBTTGKSQT-UHFFFAOYSA-N,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Tharran,,,,,
CHEMBL3416777,CHEMBL3416777,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(Cc5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O,KOEBHQWXJSXWRR-CMCWBKRRSA-N,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,Tharran,,,,,
CHEMBL5075422,CHEMBL5075422,Cn1cc(-c2cnc(N)n3nc(-c4ccco4)nc23)ccc1=O,REBSCEKUSAWQBZ-UHFFFAOYSA-N,1,1,1,CHEMBL5046040,CHEMBL5042554,IC50,Antagonist activity at human recombinant adenosine A2A receptor transfected in HEK293 cells co-transfected with Galpha15/16 assessed as intracellular calcium change incubated for 10 mins by microplate reader method,Tharran,,,,,
CHEMBL5076939,CHEMBL5076939,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3Cc2ccco2)o1,KONIIWKRLZETBJ-UHFFFAOYSA-N,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Tharran,,,,,
CHEMBL3416778,CHEMBL3416778,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(CCc5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O,GLQXBKNCFOACJO-UGCAPWQASA-N,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,Tharran,,,,,
CHEMBL5077642,CHEMBL5077642,COc1ccc(N(C)C2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)C2)cc1,LNZWNAQCCDTWHH-UHFFFAOYSA-N,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Tharran,,,,,
CHEMBL5078181,CHEMBL5078181,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCCc2ccccc2)o1,CMWXSRYHPVUFTA-UHFFFAOYSA-N,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Tharran,,,,,
CHEMBL3416810,CHEMBL3416810,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCCCc6ccccc6)cc5)CC4)nc32)[C@H](O)[C@@H]1O,GDLSEFIWYFWPFI-YRIIQKNPSA-N,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,Tharran,,,,,
CHEMBL5079295,CHEMBL5079295,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(C)CC2)o1,DYBIIASEQSAQKZ-UHFFFAOYSA-N,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Tharran,,,,,
CHEMBL5080005,CHEMBL5080005,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3Cc2cccc(C(F)(F)F)c2)o1,BWRDLKUFCGFHSO-UHFFFAOYSA-N,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Tharran,,,,,
CHEMBL5081971,CHEMBL5081971,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3ccc(Oc4ccccc4)cc3)CC2)o1,WALHSXGJSVIXLF-UHFFFAOYSA-N,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Tharran,,,,,
CHEMBL388509,CHEMBL388509,CC(C)[C@H](NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N1CCC[C@H]1C(N)=O,VJRBXIHTQMRKQY-JXSIFGCMSA-N,1,1,1,CHEMBL889385,CHEMBL1145382,Activity,Agonist activity at adenosine A2A receptor in SH-SY5Y cells assessed as CGS-induced intracellular cAMP production at 50 uM,Tharran,,,,,
CHEMBL5083868,CHEMBL5083868,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCCCc2ccccc2)o1,MIBKLSWBYDFURE-UHFFFAOYSA-N,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Tharran,,,,,
